y_true,y_pred
2.4161255,2.4735878
2.5507133,2.644729
1.954877,1.9398115
3.6357484,3.6552567
1.7714401,1.777595
3.5739334,3.8640652
2.270301,2.2908568
2.6377888,2.6556523
1.6181245,1.6315086
3.8979812,3.986179
4.131344,4.0982323
1.7765733,1.7891967
2.0188558,1.9765633
3.0893805,3.0824294
1.7303066,1.7452829
1.5368799,1.5471796
1.4593167,1.4862652
3.177078,3.1777484
3.0542703,3.0918665
2.5966399,2.6022186
2.096654,2.076848
2.864186,2.8599381
2.4261067,2.3962114
2.4174805,2.4551477
2.6247349,2.642672
1.4297127,1.4411318
1.7231148,1.7457757
2.3630993,2.3628414
1.6410023,1.6472633
1.4795123,1.4833136
5.1203637,5.1201444
1.6693312,1.6767075
14.276438,13.366142
2.736107,2.6734874
1.8278899,1.8429389
2.4706414,2.4621696
1.7990296,1.7982163
2.9673176,3.0020885
2.3609514,2.344097
3.5758111,3.5841978
1.9996798,1.9748251
11.214827,11.986185
4.7731504,4.9762063
2.3984022,2.6162052
1.988708,1.9776014
3.3035336,3.2634912
1.7251866,1.7479728
1.9912298,1.9823264
2.8557024,2.95628
1.817484,1.81548
1.8554555,1.8869177
1.6438823,1.666728
1.5378397,1.5430765
2.1987045,2.1808147
4.091579,4.1361966
2.0690787,2.0878086
4.6044545,4.6734295
2.0203207,2.0087404
1.3695498,1.3769939
1.7820724,1.7653991
2.6677082,2.6575336
1.7892145,1.7780199
1.9581515,1.9639624
1.8723837,1.8532183
1.4647685,1.4637738
1.5403068,1.5262797
2.1149585,2.0870724
1.7601324,1.7688744
2.1287804,2.0912237
6.726808,6.5167484
1.885264,1.8797861
3.0917826,3.1100636
1.7839038,1.7729435
1.9365817,1.9554353
2.3803217,2.355608
2.5104096,2.5330703
2.4514909,2.4746346
1.4810002,1.4751598
3.774034,3.8654337
1.620732,1.6237714
2.2013402,2.1763086
1.8625983,1.8663814
1.5726209,1.5613658
1.6734196,1.7620121
1.9240282,1.9334341
1.5725938,1.5660843
1.541025,1.4901483
1.6674758,1.6690215
1.5327959,1.5372894
2.5563645,2.6732123
2.9382403,2.8628163
1.9901778,1.9812677
1.7686152,1.7538779
1.6385341,1.6281435
2.9062684,2.9360754
4.2551146,4.3513317
2.1411467,2.2416253
2.244229,2.2282155
2.6273773,2.704618
2.1721833,2.1987774
2.4476128,2.4433067
1.7139539,1.6998522
2.0988913,2.0887182
1.6302518,1.6401143
1.4864672,1.4801055
3.0341742,3.1173053
1.4886707,1.5143766
2.3308237,2.4187846
3.930352,4.0328636
4.6379786,4.6641417
2.1596441,2.163268
2.2273276,2.2321205
1.6715634,1.660664
1.8330449,1.7970614
2.2557096,2.2646666
2.0341256,1.9980731
3.1046863,3.175651
1.8155807,1.8092859
3.4603221,3.4532695
1.6078595,1.6214709
4.992551,5.063853
1.6213444,1.6379682
1.5178055,1.5344191
1.9227759,1.9252577
3.6630588,3.6950514
2.1615367,2.1555367
8.969918,9.281662
2.705365,2.783788
2.5230272,2.4884443
4.355801,4.209425
5.150437,5.207804
1.447066,1.4754245
2.0779235,2.0690284
2.3080323,2.3376026
1.8678576,1.8444518
1.8753612,1.8724141
1.8055693,1.8153135
2.2600982,2.2523727
1.7461581,1.7436559
3.3643556,3.3796446
5.3842983,5.419355
2.767569,2.7396808
2.1889913,2.1803107
3.2594104,3.295043
1.590807,1.5859959
2.1104634,2.1113508
2.139926,2.0869534
1.8758514,1.8923506
7.5311894,7.349478
1.6438589,1.5847759
3.0320203,3.0412602
1.6114516,1.6328125
2.947586,2.9442801
1.6603231,1.6392584
2.4178784,2.429251
2.1504064,2.1323013
1.0,1.0328517
1.9695946,1.9795319
1.8402107,1.8465111
1.7483758,1.7766762
1.7663866,1.7536718
1.781127,1.7875085
2.9494858,2.895695
2.1437395,2.2082715
3.9680538,4.0846405
1.4877193,1.4577953
2.4040244,2.5216393
1.8653128,1.8612604
2.4221532,2.4501996
2.4863365,2.4757364
1.6336594,1.6635952
2.3696477,2.3765087
1.7699448,1.7518381
2.1576426,2.1559482
1.9662654,1.9960692
1.6741359,1.6775436
2.190977,2.1961675
2.0560503,2.0618157
2.0844681,1.9931288
3.084207,3.0704272
1.654925,1.6702442
1.58264,1.5934317
1.6533349,1.6509467
3.234553,3.2049568
1.6434984,1.6497815
1.4963708,1.4954499
2.450689,2.3640122
1.9822965,1.9902769
2.3251538,2.3105752
1.3410195,1.3302193
1.3915219,1.3921256
1.4968638,1.4994361
1.5123729,1.5159854
3.579838,3.657885
1.5728954,1.5689983
2.5274494,2.5233588
1.9846604,1.9702493
2.6237605,2.647227
