y_true,y_pred
2.7529511,2.619401
2.239249,2.2368145
4.110913,4.191987
2.388252,2.3617241
1.77243,1.8282975
2.492244,2.5688813
1.5946786,1.5703105
1.5238585,1.5085517
2.2433,2.1707628
1.7767138,1.7635044
31.002268,2.964039
3.0850344,3.2242446
1.3630407,1.3875983
12.891263,6.4285803
1.6924756,1.6321259
1.4274687,1.3721838
5.0288625,7.1601443
2.7311516,2.7027926
1.3211068,1.270721
1.6577494,1.6329587
6.5360155,6.647955
2.2162836,2.2066116
1.8512152,1.826962
1.534761,1.5883698
2.896363,2.93338
1.742922,1.804343
1.77867,1.7333964
1.6175865,1.6179731
2.1554582,2.1979427
1.0,1.1576686
1.6489882,1.6549492
4.306623,4.4210773
2.1313725,2.0684357
8.322433,1.7805005
1.6905391,1.6406628
2.4005983,2.5609386
2.1262403,2.0621922
1.5989401,1.5812066
1.9497008,2.136921
1.4061768,1.5203892
1.7301313,1.6946313
2.431529,2.4220579
2.4078453,2.2577465
1.4250946,1.42699
21.911911,1.6641498
1.5403159,1.5780772
6.5473657,1.8792443
1.2747549,1.289773
1.4543666,1.3986509
2.8222332,2.2909336
1.6768122,1.6569313
2.2789888,2.3283744
2.522956,2.3894947
1.0,2.7855706
2.3621116,2.3695574
2.5724535,2.7373657
2.092041,2.1284661
1.396424,1.3983581
2.0254712,2.0744033
2.0324042,2.072143
2.4857068,2.685771
1.8343897,2.05071
3.622246,3.9266946
2.3785145,2.2085855
3.3809762,3.456071
1.624372,1.6362817
1.8711535,1.8326255
1.579427,1.5989753
3.35146,3.4120293
3.6428926,4.556959
1.8756341,2.2303991
1.6410015,1.7119536
2.3037927,2.26881
2.0703082,2.3843107
4.971811,5.345198
3.1857533,2.9265332
1.5074492,1.5277253
1.8489394,1.8445307
2.5485063,2.4357967
1.5127702,1.5137303
1.5669878,1.5662749
2.8271306,2.9717197
1.862033,1.9972295
3.1231394,3.0320501
1.593424,1.5380783
2.0871716,2.1016898
2.472385,2.4679804
1.9024161,1.8557819
2.4161043,2.67025
1.6538807,1.6604521
