y_true,y_pred
2.421976,2.4162374
2.4998493,2.4700239
1.7970436,1.8196876
3.134365,3.1792421
2.0124443,2.0191078
2.192259,2.2011662
1.7178649,1.4773083
3.5008292,3.3026843
2.7662566,2.6812027
2.7297285,2.6204634
1.8862119,1.7921145
1.573131,1.6092666
2.225234,2.285372
1.8606119,1.8532857
2.758498,2.9771726
2.474999,2.3906736
2.4977329,2.4835012
1.7307822,1.7428331
3.8590155,4.0336576
1.7131475,1.7168703
2.2858305,2.402699
2.2281916,2.159509
2.0550184,2.1750014
1.7092905,1.7355809
2.3943844,2.540611
1.7394458,1.6443437
2.2215111,2.2361996
2.0057418,1.8821155
2.0428405,2.0653205
1.6202873,1.6520498
1.5368853,1.4817777
1.3766949,1.3944337
2.44406,2.4421747
3.2845073,3.4512973
2.3050344,2.3470423
4.0275464,4.0039515
1.6285672,1.6853231
4.047787,2.1312525
2.1755488,2.1834452
1.7887897,2.1409075
2.7660441,2.4881644
1.6621271,1.6787012
2.2684755,2.3133047
2.3619163,2.2720475
2.5306544,4.2853403
2.4708035,2.6624837
2.9700665,2.9736223
2.7490604,2.6598186
1.7143024,1.8275402
2.413217,2.4199524
1.3940349,1.3982594
2.5870514,2.550787
1.6534023,1.6718582
2.0708506,1.9645965
2.0688965,2.3612545
4.086563,3.4552693
2.6512961,2.4468994
2.8967144,3.5543084
1.9356462,2.2808537
1.7397379,1.7836802
1.5850323,1.6138455
1.7319378,1.6800268
2.7413127,2.5907645
1.9243004,1.9523045
1.5968589,1.7764106
1.700574,1.7421784
2.045619,2.114057
1.652875,1.635015
1.8318793,1.7444165
2.3985412,2.3003204
1.6468934,1.6689868
2.3648047,3.009862
3.5711486,3.076779
1.8487437,1.8840957
1.6314021,2.9452565
1.6839437,1.727741
2.1795948,2.17646
2.3963964,2.5437527
1.7853642,1.7947702
2.4746716,2.9784694
1.8402253,1.8154869
4.347451,4.2573676
4.248686,4.348018
2.212088,2.5255632
2.2901876,2.2426696
1.9356483,1.9432814
1.667633,1.6894236
2.0035973,1.9869293
2.6837122,2.2744443
1.8466185,1.820969
2.1883783,2.2059336
1.9031402,2.0195732
2.1047373,2.3924909
1.5368972,1.5530646
1.6444857,1.6346817
1.6292125,1.6528788
1.578139,1.7477202
1.9922824,1.7821821
1.8085524,1.8092072
3.005606,2.8615701
6.1899176,6.4548664
2.7354047,2.483366
1.6730212,1.668957
2.48868,2.5649538
1.6932299,1.735084
3.5372174,3.7282753
1.4314328,1.4341986
1.9010433,1.9435697
1.7613562,1.7976648
3.655201,3.246582
1.6787333,1.7483941
1.883386,2.0143538
1.2774975,1.3086667
1.9977454,2.1669474
2.0781848,2.406898
1.7988744,1.7541986
1.4761436,1.4785717
2.576975,2.333422
2.0675461,1.969148
4.8289123,3.285218
2.4603114,2.3749452
1.9025207,2.1419353
2.9619894,2.7748342
1.3979747,1.3972445
5.0981154,2.449389
3.0671377,2.973305
3.0234766,2.7830777
4.35293,4.319885
2.1584527,2.1381578
1.47835,1.4518505
1.8494481,1.8714522
2.8221889,2.8809261
2.4215093,2.3854313
1.7540196,1.7669821
2.03234,2.1293623
1.889709,1.8650138
1.5915666,1.6366911
1.8258526,1.854631
2.016808,1.8593992
1.9461523,1.8878212
2.1883926,2.0404468
1.4357344,1.4784199
3.3378098,3.3444486
2.3576052,2.2843454
2.2201352,2.0580997
1.8353148,1.8770591
1.4779861,1.418484
2.2427306,2.4448357
2.036328,1.9286709
2.46467,5.8863144
2.1899772,2.50104
3.9806104,2.692143
1.5107393,1.6109201
1.9309751,2.2368755
2.6762333,2.3988261
1.4893163,1.4509549
1.7599025,1.7118808
2.2123415,2.2812333
2.2417347,2.3641167
2.7139397,2.6662438
2.78185,2.7927897
1.3415166,1.4180284
1.4459618,1.4489974
1.575119,1.6474762
1.7655028,1.7458309
1.4879247,1.4917225
1.8843391,1.9734821
2.5075276,2.515075
1.9964801,1.9687309
3.042965,3.560036
4.8939366,4.730524
2.1718655,2.5737784
2.6530206,2.7631578
1.8762221,1.9049692
2.5853734,3.0633965
1.8528302,1.8612986
1.7791077,1.9130163
1.8030735,1.797605
1.4922019,1.4957867
1.5564967,1.5335345
1.7302215,1.7336452
1.6199503,1.6298563
1.622594,1.6001518
3.8487594,2.804169
2.450848,2.3737397
1.441527,1.493976
1.7069466,1.6520396
1.9196575,1.9592661
1.8370947,1.7932432
1.6531591,1.7128506
2.7498062,2.4509168
1.5565654,1.5990274
1.7166111,1.7871761
1.6918089,1.6629729
2.0698757,1.7920487
1.9588598,1.9661962
1.6187866,1.5687878
2.21046,2.3338594
3.402046,2.5507302
2.2620704,2.354047
2.5871105,2.5570955
3.5519648,3.8141246
1.6530282,1.5995378
1.9345812,1.8912697
2.279163,1.8817401
4.069957,4.0236673
1.4034481,1.4386134
2.311094,2.53029
1.5137517,1.5506915
4.432306,4.300089
1.2367721,1.3869094
1.4014279,1.4018345
1.8287307,1.8569243
2.0310886,1.9975011
4.848775,4.8426437
3.2909977,3.2604423
1.410201,1.4391221
2.116291,2.0692184
1.6710781,1.6706517
2.7034457,3.2371187
1.4365096,1.4494095
2.474739,2.3653512
1.4913081,1.5767655
1.7425722,1.7349515
1.7838161,1.6962423
2.0398443,2.133834
1.934425,2.0134296
2.105234,2.15274
3.0118313,3.2587516
2.9083214,2.6568463
3.610408,3.9320028
1.4655102,1.5271088
1.4213179,1.417528
1.7870888,1.7133353
1.5394822,1.6355968
2.094954,1.8349437
1.9141577,1.9644929
1.501946,1.5360711
1.471537,1.5090755
2.3526397,1.997148
1.1991664,1.3108203
1.6880298,1.7451458
2.3821707,2.3321424
2.6670473,2.6494637
3.1522186,2.4849875
2.0955877,1.8994324
2.5315359,2.5277386
1.5273525,1.5805764
1.1865917,1.5366888
2.815966,2.6368523
2.7730725,2.6988673
3.5002382,3.480672
2.4852002,2.4022694
2.7197368,2.512826
1.7623848,1.622199
1.9787201,1.9554615
1.8819311,1.8703327
1.4046074,1.44743
2.6777503,2.8565097
2.1135554,2.0965776
1.4796396,1.4779575
2.7781062,2.8580651
1.614311,1.5498197
4.6216016,4.7073464
1.8686001,1.7409334
1.7062743,1.6812832
1.3885483,1.4058509
1.4668179,1.4657762
1.6120454,1.5980079
2.0701969,2.1302981
1.671342,1.6817877
1.4789636,1.6357388
1.6997058,1.7947782
2.1368372,2.1076021
1.7414434,1.7467128
2.4902422,2.4160745
2.2340546,2.2941318
2.1531281,2.295093
1.7455672,1.7381043
2.935033,3.044392
1.622344,1.5953082
2.5527847,2.370212
2.776423,2.272213
1.8088671,1.7465047
1.5490857,1.5017517
2.1871219,1.9250102
2.1583126,1.965801
2.3117733,2.2698164
2.2190201,2.2287734
2.6605113,2.4608874
1.6108441,1.5902154
2.8458743,2.4591432
1.9679519,2.0258603
2.5537949,2.6245298
3.1808913,3.2486434
1.6632907,1.6407602
2.3302226,2.3954988
1.5172927,1.5118973
1.8777045,1.9694128
2.3552902,2.4226313
3.56581,3.7625537
1.365772,1.4589319
1.6694422,1.6554313
1.8797163,1.7385261
