y_true,y_pred
2.4161255,2.513976
2.5507133,2.703062
1.954877,1.9000256
3.6357484,3.7003949
1.7714401,1.7696347
3.5739334,3.954587
2.270301,2.2210069
2.6377888,2.5934696
1.6181245,1.6389532
3.8979812,3.981342
4.131344,4.230912
1.7765733,1.775217
2.0188558,1.9840848
3.0893805,3.0902324
1.7303066,1.7235672
1.5368799,1.5232489
1.4593167,1.4744089
3.177078,3.1938639
3.0542703,3.0919712
2.5966399,2.6145296
2.096654,2.122077
2.864186,2.8581
2.4261067,2.430221
2.4174805,2.4214215
2.6247349,2.6493745
1.4297127,1.4311296
1.7231148,1.7498615
2.3630993,2.35119
1.6410023,1.6548431
1.4795123,1.49225
5.1203637,5.4489126
1.6693312,1.6674566
14.276438,19.5085
2.736107,2.654807
1.8278899,1.8791788
2.4706414,2.449442
1.7990296,1.8320711
2.9673176,3.0212312
2.3609514,2.2853084
3.5758111,3.571745
1.9996798,1.9901692
11.214827,11.605035
4.7731504,4.933528
2.3984022,2.604232
1.988708,1.9726837
3.3035336,3.2342122
1.7251866,1.731048
1.9912298,2.0059738
2.8557024,3.0062735
1.817484,1.8332094
1.8554555,1.853126
1.6438823,1.6602631
1.5378397,1.5497677
2.1987045,2.1623287
4.091579,4.096755
2.0690787,2.0893922
4.6044545,4.7049084
2.0203207,1.9642041
1.3695498,1.3637799
1.7820724,1.7692924
2.6677082,2.6340756
1.7892145,1.755589
1.9581515,1.9636014
1.8723837,1.850188
1.4647685,1.4625293
1.5403068,1.5287492
2.1149585,2.1196005
1.7601324,1.7655301
2.1287804,2.1070356
6.726808,6.7560244
1.885264,1.8589839
3.0917826,3.1152253
1.7839038,1.7625753
1.9365817,1.9333891
2.3803217,2.361834
2.5104096,2.5414038
2.4514909,2.5162816
1.4810002,1.4715214
3.774034,3.8287156
1.620732,1.624167
2.2013402,2.166059
1.8625983,1.9140357
1.5726209,1.5630941
1.6734196,1.8172352
1.9240282,1.9192262
1.5725938,1.5638179
1.541025,1.4925975
1.6674758,1.6647507
1.5327959,1.5319349
2.5563645,2.6649246
2.9382403,2.868379
1.9901778,1.9671065
1.7686152,1.7782311
1.6385341,1.6294912
2.9062684,3.0069273
4.2551146,4.489642
2.1411467,2.212891
2.244229,2.2071652
2.6273773,2.685665
2.1721833,2.1926227
2.4476128,2.4338713
1.7139539,1.708194
2.0988913,2.0717192
1.6302518,1.6393136
1.4864672,1.479692
3.0341742,3.0766063
1.4886707,1.5022519
2.3308237,2.387411
3.930352,3.8552024
4.6379786,4.7425823
2.1596441,2.1576414
2.2273276,2.2166147
1.6715634,1.6611054
1.8330449,1.8162644
2.2557096,2.2612557
2.0341256,1.986155
3.1046863,3.1684875
1.8155807,1.8227863
3.4603221,3.4645095
1.6078595,1.6118634
4.992551,4.998915
1.6213444,1.6258526
1.5178055,1.5423938
1.9227759,1.9212735
3.6630588,3.6734715
2.1615367,2.1731763
8.969918,9.333904
2.705365,2.7132816
2.5230272,2.441458
4.355801,4.3103857
5.150437,5.2758045
1.447066,1.4768425
2.0779235,2.0552514
2.3080323,2.298245
1.8678576,1.8425424
1.8753612,1.8725442
1.8055693,1.7846868
2.2600982,2.2390454
1.7461581,1.7324458
3.3643556,3.4787755
5.3842983,5.4864187
2.767569,2.728277
2.1889913,2.1404667
3.2594104,3.282531
1.590807,1.5798862
2.1104634,2.1203198
2.139926,2.0646157
1.8758514,1.8790414
7.5311894,7.5694695
1.6438589,1.6088053
3.0320203,3.0473099
1.6114516,1.6235613
2.947586,2.9167962
1.6603231,1.6558225
2.4178784,2.4237657
2.1504064,2.1304836
1.0,0.9994682
1.9695946,1.9715643
1.8402107,1.8323456
1.7483758,1.7934649
1.7663866,1.7394575
1.781127,1.7794571
2.9494858,2.8994086
2.1437395,2.1866853
3.9680538,4.0086493
1.4877193,1.4463546
2.4040244,2.641365
1.8653128,1.8647678
2.4221532,2.417125
2.4863365,2.4841332
1.6336594,1.6475507
2.3696477,2.3421428
1.7699448,1.7463646
2.1576426,2.132575
1.9662654,1.9868896
1.6741359,1.6723952
2.190977,2.1401906
2.0560503,2.0700254
2.0844681,2.029585
3.084207,3.0111556
1.654925,1.6401107
1.58264,1.5799321
