y_true,y_pred
2.207225,2.1838593
1.3661381,1.3706123
2.0205019,2.0593698
1.8698024,1.8739111
2.1092982,2.0912857
2.0511906,2.0694017
4.174805,4.2411423
1.5337136,1.5362611
2.1318488,2.1111112
1.8643042,1.8500206
3.07479,3.0098283
1.3263986,1.3359929
1.4955279,1.517406
2.1389275,2.1192598
2.594908,2.5790863
1.7195626,1.7263048
6.2526793,6.2862635
11.357103,9.283121
2.062162,2.0668979
1.9443072,1.9829867
2.5755486,2.5770469
2.226613,2.2473936
3.664287,3.7735577
1.4853847,1.4970155
2.0957437,2.1520197
1.8971753,1.9135288
2.2994537,2.2885416
1.7977991,1.7968757
4.4323163,4.444661
1.5277207,1.5175097
2.3146648,2.2753048
13.348395,10.530931
2.477449,2.4718266
1.5198253,1.538173
1.5593748,1.5498316
3.2487855,3.2538218
1.5026976,1.4857922
1.448761,1.4572141
3.4299486,3.4824245
1.8180473,1.8154169
1.6816676,1.6689514
2.689961,2.731604
2.2020445,2.1935477
2.365162,2.3735666
2.8554041,2.8644006
2.2661178,2.3392558
2.1090906,2.1138663
1.7021238,1.7038376
4.919906,4.8973675
1.7716782,1.7881639
1.5063298,1.5082827
1.0,1.2096767
3.7116933,3.856039
2.4444711,2.4381547
3.1103055,3.0807202
1.3426342,1.3489878
1.554398,1.5605726
1.4061768,1.4308798
1.9611222,1.9606616
2.281687,2.286213
2.0415492,2.0395408
6.120909,6.432552
1.8206226,1.8418015
1.5511286,1.5188664
1.8300145,1.777221
3.1480153,3.255982
2.247,2.2786944
1.8834366,1.8075408
2.517155,2.4912486
2.148763,2.1728215
1.4228119,1.4491415
1.7640213,1.767446
2.8121057,2.8659687
2.5112414,2.708519
2.6847563,2.875939
1.712125,1.7016039
2.608874,2.6217685
3.1293643,3.0467389
2.814123,2.8602571
1.634634,1.6396158
2.4406328,2.4635425
2.5065455,2.519974
1.9140567,1.911156
1.7241166,1.7163639
2.0844705,2.0490742
1.4181368,1.4276059
3.1387436,3.1620834
1.9188864,1.8971894
1.7892323,1.8201995
2.3036244,2.336368
2.2873797,2.3037224
1.75619,1.7985007
2.215852,2.244947
2.2616243,2.209231
2.7291634,2.7392397
2.1691804,2.1974037
2.0966995,2.1478972
1.5859809,1.6003816
1.634882,1.6447731
1.7692415,1.7632781
1.9529229,1.9008323
2.0133622,2.0333934
1.6577092,1.6288764
1.8275043,1.8245211
5.0081935,4.6917744
1.4538455,1.4352727
2.429964,2.3964415
1.7248557,1.7137871
1.8586098,1.854037
1.181408,1.2543914
2.4756594,3.2725666
4.521283,4.5259433
3.1081393,3.0213232
1.339154,1.3563371
5.747141,6.233622
1.8751888,1.8567749
1.7520559,1.7476975
2.4154613,2.4469485
2.1222632,2.349574
1.4119108,1.4371488
2.5075953,2.5070662
2.112908,2.0818114
3.5301297,3.8062449
2.0858502,2.1001482
3.5386438,3.4741943
3.618263,3.7057838
1.4782845,1.4865655
2.172653,2.1487832
1.3290347,1.3324
3.4788408,3.3802342
1.5036622,1.4960868
2.9279897,2.9457345
2.959575,2.9533184
2.315668,2.3185744
1.6774944,1.6910094
1.8444036,1.8675734
1.6148272,1.6160609
1.5274774,1.5195318
2.9840117,3.0150874
3.064484,3.163663
2.7057512,2.6828635
1.4586853,1.4518676
2.3700902,2.3821816
1.6819879,1.672317
1.9074376,1.8978388
1.7863446,1.7754596
2.5537376,2.5957575
2.0233424,2.0252528
3.6064637,3.7330801
2.0739782,2.1391253
1.4138463,1.4130738
1.8452946,1.8494225
2.6552198,2.6414564
1.8732454,1.8361857
1.7594908,1.7797439
2.7361603,2.7452612
2.268649,2.2633412
1.6673617,1.6728183
1.0,1.0180922
1.6097258,1.5637031
2.3891845,2.3513346
1.5877461,1.5953734
1.9712094,1.9945333
2.1310315,2.1392438
2.714284,2.7134285
1.5271128,1.5310389
2.7073464,2.9565914
2.1290402,2.141275
1.7982669,1.8546436
1.942215,1.9390848
3.097692,3.1256163
1.8974504,1.8766656
1.5992805,1.6077144
1.5106425,1.4808934
4.18055,4.3628016
2.9722311,2.9735832
2.1055477,2.1016018
2.4960527,2.5307794
3.803105,3.6886098
2.1837277,2.1840453
1.5224979,1.5163453
2.3813899,2.3131607
2.095332,2.1002648
2.0848627,2.1087334
1.8223611,1.796902
2.0226843,2.0361557
1.9805117,1.979797
1.9206212,1.9413851
1.7561792,1.7400427
2.8645427,2.8999193
1.7149613,1.6986576
2.494014,2.4906301
1.5813944,1.5809996
1.4313129,1.4478668
2.0830917,2.0965054
1.3899778,1.4039593
1.5214028,1.5412947
2.1195912,2.0914922
1.569366,1.5932348
1.6144477,1.6255076
2.3223217,2.311359
1.7620916,1.7783363
2.228963,2.2381577
2.2615595,2.2440891
1.7434143,1.7629864
1.641544,1.6683877
1.5847895,1.5931169
1.8813882,1.8712987
2.3752441,2.4132311
2.5211396,2.5159898
1.6193309,1.6403646
2.6440642,2.634797
1.7430943,1.7638149
4.574705,4.73932
2.300652,2.4135585
1.8208416,1.8364536
1.5798297,1.595335
1.9430048,1.93463
1.8509175,1.8538258
2.0128384,2.049509
3.72232,3.8624694
1.3758633,1.3583513
1.8388402,1.8008826
1.9148088,1.9314916
1.8712186,1.8711312
1.3584305,1.3698299
2.1626031,2.1477666
1.7622453,1.7800586
2.5857923,2.5957682
1.8211511,1.8083284
2.0884278,2.1140466
1.8442198,1.847182
1.848151,1.8165394
2.083935,2.0860934
1.560606,1.5710299
4.036087,4.2142763
1.6504383,1.6413405
1.746674,1.7439716
1.710025,1.7135754
2.5907226,2.6080103
3.3017092,3.3592734
1.7287985,1.7290981
1.4093734,1.4103599
2.9481623,2.9783301
2.4126992,2.4280772
5.2272377,5.527108
1.6910262,1.6910627
25.859959,25.852573
2.8417544,2.886139
3.9278493,3.9653878
1.620937,1.6234952
2.3619685,2.3528862
2.8586004,2.8180761
1.5193001,1.5147792
4.844982,4.875995
2.5304375,2.5194688
1.737312,1.749228
1.5419269,1.5488065
1.4143314,1.4241688
1.483071,1.4869941
2.3781753,2.3917904
1.4234934,1.4478021
2.0168307,2.0332613
1.71629,1.7347605
1.3935566,1.3984803
1.4722998,1.4867992
1.3531445,1.3831277
1.9317522,1.9057823
2.168356,2.145769
2.1056366,2.0968022
1.8199857,1.8674266
2.317398,2.3599622
1.4777395,1.4461257
1.5967436,1.5922554
1.5593547,1.5494559
2.1083179,2.1198492
3.0315366,3.0494156
1.7842934,1.7556106
2.7395852,2.7091427
1.4797522,1.4780883
2.0791023,2.0384426
3.4721751,3.4847922
1.4853731,1.4950883
1.6777933,1.6511445
1.8578098,1.8460314
2.331678,2.3210998
1.6987809,1.6969593
1.0,1.0098048
1.510447,1.5053815
1.4342245,1.45255
2.314658,2.2970543
1.4356523,1.451349
1.9505832,1.915516
1.6121954,1.6330924
1.7038946,1.6988457
2.2660444,2.2952025
5.5305266,5.432005
1.4180764,1.4282999
2.1356814,2.1326094
1.4506344,1.454787
2.5854332,2.592822
2.1139903,2.1201704
1.6599879,1.6574631
2.1210544,2.1204448
1.6456676,1.6325477
1.6421202,1.6475497
1.4881221,1.5315423
1.6465331,1.6569812
2.8765712,2.7868779
2.4755692,2.4843197
1.721626,1.7288854
2.2810123,2.3379107
1.8410779,1.8448262
2.1572752,2.1326947
1.8079205,1.8135034
2.2657597,2.2086904
1.7810972,1.7816423
1.7960558,1.7782241
1.6488898,1.6342041
1.9404639,1.9288926
