y_true,y_pred
2.7529511,2.718044
2.239249,2.2348843
4.110913,4.1893706
2.388252,2.4101372
1.77243,1.7679147
2.492244,2.4893143
1.5946786,1.5786775
1.5238585,1.511591
2.2433,2.2600386
1.7767138,1.7827623
31.002268,32.87307
3.0850344,3.0669813
1.3630407,1.371037
12.891263,11.951372
1.6924756,1.6838632
1.4274687,1.4538093
5.0288625,4.7050867
2.7311516,2.7033315
1.3211068,1.300715
1.6577494,1.64801
6.5360155,6.798374
2.2162836,2.2016451
1.8512152,1.8573215
1.534761,1.542263
2.896363,2.924669
1.742922,1.7342151
1.77867,1.7597353
1.6175865,1.6173204
2.1554582,2.1380181
1.0,1.000489
1.6489882,1.6315665
4.306623,4.445876
2.1313725,2.109923
8.322433,9.4005375
1.6905391,1.7015942
2.4005983,2.390172
2.1262403,2.0871232
1.5989401,1.6205182
1.9497008,1.9511572
1.4061768,1.4125582
1.7301313,1.7146161
2.431529,2.4206445
2.4078453,2.3782601
1.4250946,1.4282825
21.911911,21.816673
1.5403159,1.5522823
6.5473657,5.3847218
1.2747549,1.2810299
1.4543666,1.4483314
2.8222332,2.8107803
1.6768122,1.6646272
2.2789888,2.257657
2.522956,2.5416565
1.0,1.1406753
2.3621116,2.346549
2.5724535,2.6404376
2.092041,2.0954618
1.396424,1.3784977
2.0254712,2.0144844
2.0324042,2.0489898
2.4857068,2.554257
1.8343897,1.8235496
3.622246,3.5669775
2.3785145,2.3384976
3.3809762,3.3934178
1.624372,1.6170167
1.8711535,1.8034475
1.579427,1.6130624
3.35146,3.3747535
3.6428926,3.7609744
1.8756341,1.8390062
1.6410015,1.6500843
2.3037927,2.311312
2.0703082,2.1191728
4.971811,5.046751
3.1857533,3.3006775
1.5074492,1.5248024
1.8489394,1.8505101
2.5485063,2.5045688
1.5127702,1.4988754
1.5669878,1.5702701
2.8271306,2.8272295
1.862033,1.8704307
3.1231394,3.1202059
1.593424,1.5828558
2.0871716,2.070209
2.472385,2.4244673
1.9024161,1.9005499
2.4161043,2.430923
1.6538807,1.636551
1.8491409,1.8186489
1.9988201,1.9934559
1.4870042,1.5135623
2.638894,2.6597419
1.414735,1.4372294
2.1055048,2.0737426
1.9900587,2.0164714
2.2255518,2.2287843
1.7295312,1.7823062
2.0706573,2.0637197
2.0732143,2.0583594
5.888813,6.205987
2.1918826,2.0693426
1.662249,1.6750025
1.7493559,1.7522776
2.0084114,1.9587587
2.0651069,2.05787
1.7578994,1.7677455
2.9553537,2.979559
2.2753022,2.2680993
2.7503798,2.700521
1.6791651,1.6583893
1.5769572,1.5724413
1.710767,1.709038
2.000527,1.9810481
1.5337635,1.526355
1.4780298,1.4657677
1.3797343,1.3756449
2.3170745,2.27342
2.4340997,2.4034123
1.919816,1.9217424
2.5917165,2.5515122
2.270508,2.3202114
2.96215,2.994924
2.4273527,2.439356
1.7917728,1.7327325
1.8725206,1.8824376
1.7517056,1.687887
1.8712218,1.8555856
2.0480833,2.0123746
1.4155093,1.4076926
2.2349844,2.2033162
1.985815,1.9791199
1.3355908,1.3607647
2.4928594,2.554471
1.5881505,1.5929375
1.758598,1.7395635
3.5584593,3.5220096
1.4825654,1.475752
2.108317,2.1850014
2.4649825,2.4821239
1.5729051,1.5615038
2.3709354,2.4425015
2.769374,2.824975
2.1487384,2.1503935
1.9750177,1.9540527
1.8481746,1.8464143
5.016008,4.982111
1.7940223,1.7882128
1.4216188,1.4515245
2.5254354,2.5250604
2.2478373,2.2878785
2.939106,2.9332826
3.2610023,3.3625913
2.0569959,2.0912344
2.7555263,2.7379112
1.581262,1.5809257
2.4537425,2.425592
2.0104725,1.9802091
2.2948055,2.3239608
1.6016355,1.5939976
4.176761,4.2416773
4.4225817,4.5590568
1.4883996,1.459548
1.8653172,1.8776505
2.5644703,2.5347483
1.5576546,1.5179236
1.8778532,1.984729
1.402973,1.4099216
2.1540902,2.1613915
4.7778306,4.8486996
2.2570045,2.246051
1.8690143,1.8911686
2.1929007,2.2164354
2.8350425,2.8179426
1.5915972,1.6036228
2.2763877,2.3295639
1.679087,1.6640725
1.7346184,1.7662259
1.8986124,1.9027473
2.6638715,2.6439614
1.7894701,1.7789302
2.8642106,2.7703755
2.308788,2.2620888
2.063158,2.0856452
2.457693,2.4436588
1.6135594,1.6299756
2.553054,2.668769
1.7214096,1.7343304
1.842687,1.8247344
1.824435,1.8120077
2.4437299,2.49369
1.8945205,1.8569171
1.0,1.0127461
1.8274755,1.8119452
1.3670727,1.3890083
2.0359488,2.0455775
1.2459267,1.2122886
2.6651185,2.6702867
2.0559406,2.081529
1.5024621,1.4952751
1.602498,1.6386727
2.9383416,2.8294783
1.7608644,1.729903
2.2215056,2.2288032
1.5550668,1.5717788
27.654888,25.751781
2.5662396,2.5210743
1.8383489,1.8409365
2.5380926,2.557341
1.531668,1.5318313
2.2709763,2.2896378
2.190958,2.13096
1.87041,1.8369112
2.3652868,2.3085065
1.518212,1.5016639
1.84059,1.8029093
2.6459937,2.698176
2.9376295,2.8621259
1.8007258,1.8210249
1.7691807,1.7388482
1.7319947,1.757581
2.69265,2.700583
2.9447694,2.975971
2.437279,2.373361
2.4103832,2.4028323
4.378318,4.428629
1.939753,1.9235235
1.6077331,1.6071261
1.5171267,1.4967549
1.5453422,1.5409453
1.842849,1.8256581
2.8008773,2.7876766
1.4286357,1.428441
1.2846314,1.2910762
1.0,1.0075247
1.5742966,1.5538107
2.3507874,2.3517923
4.3072224,4.335698
2.44883,2.3818192
2.697724,2.6346393
1.841564,1.8300071
2.5031388,2.5088418
1.9695177,1.9819196
2.6996088,2.7332351
2.1232052,2.0692887
1.8386589,1.8401278
2.7243202,2.644335
1.7262367,1.7179974
2.4768538,2.39159
1.9634995,1.9885869
2.5340838,2.5023842
3.2341423,3.2345526
1.8216138,1.8089417
2.1977203,2.1743975
1.6632298,1.623894
1.4876156,1.4814725
2.4813974,2.3970656
1.405279,1.4141059
2.4330196,2.3998442
2.0289834,2.0043755
1.551503,1.537622
1.8170094,1.8087895
2.210476,2.1940718
1.5587388,1.5723093
2.9582446,2.8672717
2.217994,2.319745
3.1325707,3.103784
3.0408573,3.0433254
2.1010957,2.0975626
2.230396,2.1634943
1.4064559,1.3991492
5.6202283,6.1393175
2.1817338,2.255207
1.6067566,1.5761043
1.638311,1.6472185
1.8408616,1.8409401
2.531598,2.5064359
1.5337318,1.5279926
2.0759296,2.058164
2.0134313,2.024914
1.4668616,1.4701316
3.0741208,2.9924827
1.5517732,1.5425806
2.5160816,2.506466
2.048702,2.9988003
3.0557652,3.0781837
2.7059083,2.6885922
1.7454703,1.7276621
1.6775839,1.660214
1.8898025,1.9049296
2.7269003,2.6272607
2.4529796,2.4348555
1.4406168,1.4419372
2.3597343,2.3304424
1.8903,1.8882083
2.1701326,2.1953583
2.85456,2.8761704
1.5318834,1.5156913
5.923175,6.0467806
1.7300096,1.6851418
2.1376,2.1471148
1.798679,1.7711421
1.6916461,1.6819967
1.5442784,1.545147
2.1101344,2.050773
2.9364378,2.905927
1.5394804,1.5458548
2.4300442,2.4420605
1.5623556,1.5621823
1.853502,1.8448123
2.0959313,2.0586896
1.6531668,1.6329522
2.9248137,3.0082533
2.3174877,2.3270864
2.0121632,2.010674
1.7130328,1.7321494
2.657606,2.6554332
1.5463258,1.5338624
1.5142807,1.5310091
1.7746869,1.7881215
1.8550111,1.8350656
2.4613328,2.4819794
4.6571856,5.1193676
1.6904631,1.6982698
2.5768967,2.5481691
1.596656,1.5942817
1.5129585,1.5176706
1.6438164,1.6471586
2.0425868,2.0260434
4.485495,4.5134597
1.6810371,1.6587205
2.4621642,2.439145
1.3611107,1.3555964
1.5053965,1.5188465
1.5911205,1.5967268
3.514626,3.4696465
1.5321677,1.5122685
1.4758048,1.4721749
1.8669381,1.8786365
2.5197878,2.5158315
1.9396056,1.8965526
3.138567,3.105714
1.4524691,1.4470599
1.7042263,1.727648
1.5032188,1.4796505
1.3723459,1.3857026
2.5168498,2.4873822
2.3531487,2.339477
2.7486382,2.7720053
1.4832513,1.488694
1.6690806,1.6706421
1.7643505,1.7633865
2.561852,2.550795
1.4029379,1.4146247
1.6372272,1.6328912
3.264921,3.2909355
4.9513636,5.015318
1.7023668,1.7350901
2.4361432,2.421012
2.2359169,2.2851572
2.1109743,2.095928
1.8626207,1.8525128
1.7971208,1.7891359
