id,target,prediction
7,32.1069437545614,25.012169
12,2.415583117423136,9.95602
18,11.032402159483349,12.255895
49,8.891505063935277,4.2035227
57,8.954539505866132,4.045537
59,31.20147743205864,27.753967
84,9.626023927461054,11.118667
85,10.480958251861262,9.915583
96,1.336676102665371,3.0737896
100,2.567600947443,11.676544
104,11.822141978828803,16.789238
109,10.748892135865312,6.552412
113,15.541628931299684,25.084824
118,2.133198005472759,2.3199873
123,12.659220469484056,22.23707
128,3.415801225137425,2.7391052
140,1.947026954774903,2.8288403
155,3.836000421550304,2.8959007
157,1.099241783791525,0.84334517
163,4.855302057517547,7.0353804
168,0.620522819802327,2.2377577
179,5.431881864918466,5.3866844
195,18.98619721393666,14.2561245
199,19.186132216356743,17.019215
208,15.06601495414394,20.52641
210,105.26221975291064,64.497116
212,0.617877371436868,1.5825804
219,2.057637950119895,3.0015097
220,10.459622375584347,26.258814
221,653.7294284048031,99.944626
226,1.728388555999396,10.557978
227,4.952148757930247,4.792527
229,1.025681401261785,0.8224251
231,5.907012772391873,12.513763
237,20.906227132169285,25.38363
238,3.287688316524769,4.075807
243,2.118641063461983,1.2726278
247,12.314971895249611,13.432944
252,16.70234560992497,13.010724
259,2.024522344220416,1.2258875
261,11.751010372349134,4.988307
263,14.605017963368624,9.634956
269,0.942900855446624,1.5411575
272,3.192276112948271,2.1518881
275,2.114089776649494,8.430561
276,10.562142784391131,4.7153873
278,7.8874847277283955,3.403767
281,12.799105679856597,20.359436
283,26.404413887079173,32.2078
286,32.759108100018175,26.254833
288,8.034108721267417,8.877892
290,20.881677087175703,24.962482
297,5.775738551294112,6.196988
303,1.949338104554796,2.7426767
304,35.624153032434464,15.572372
307,7.387001102746779,7.6574492
315,3.389154693365164,4.472576
340,4.202445744571986,4.0452123
342,2.634492157127767,2.1720166
344,6.828595536506586,6.417652
347,255.27501024583327,99.70417
349,0.162548578928757,0.61534065
350,3.133726193947736,3.1575198
351,13.622056934762387,8.543974
353,1.151319680430138,1.3633878
358,2.587283154743101,2.151639
360,1.5692635470040952,2.7213244
365,0.382213538781028,0.9096715
367,1.8166738290355031,4.1126556
381,2.921427801057837,5.226387
383,1.658038896601624,1.763237
406,0.69697715339738,2.140788
407,5.98519252831753,4.4324465
415,23.95187159430905,16.075573
422,10.259825649092878,17.429996
424,13.667532649272331,22.007313
426,11.123029240967314,12.532904
435,1.732936467763222,1.5177798
440,55.80029033642858,62.970978
445,7.668997062401631,43.183434
456,94.95283615297012,74.6297
461,16.647352069067214,22.258484
462,22.151630553508117,23.259182
464,7.428344975203288,5.7882395
480,17.67558811765231,17.775673
482,9.040203365630973,35.414673
489,1.752343489277766,2.806527
490,192.56974467080943,29.450779
494,4.920867668580391,4.613715
497,497.91705538508745,72.86048
498,18.637442523067342,12.957237
508,17.755179024461103,59.32282
509,6.899592671847311,41.91002
518,11.83593803241464,5.0675435
521,4.257166512287552,6.169818
